ASIN,Dimensions,activeseller,bestseller,brand,buybox,description,firstdate,img,price,rating,reviews,title,url,weight_lbs
B0861295JF,7.6 x 6.69 x 12.2,3,"#166 in Patio, Lawn & Garden #1 in Bug Zappers",HEMIUA,HEMIUA Direct,"The electronic mosquito killer use a high-effective ultravioletlight to attract mosquitoes, flies and gnat, then the flying insects are trapped and electrocuted by the electrically charged metal grids, offering you a comfortable and quiet environment.Use 15W bulb attracts flying insect into the mosquito zapper, with the help of an internal 4200V electric grid could instantly killing them off, the internal grid is fenced with a plastic housing to prevent your finger from accidental contact.Help you get rid of flying pests in outdoor living areas. Only with the effect of current, which electrocutes flying insects on contact with the electrified surface. Well-built with weather-resistant and waterproof housing make it can be use outdoor all year round.The coverage area for this high-powered electric bug zapper up to 1000 sq ft. Ideal for use in home, balcony, garden and courtyard. Design with a convenient hanging ring allows you to hang it on the tree or the porch of the house.A removable tray helps to collect the insect debris, just disassemble it to clean the pest bodies and easy to assemble it back. The small brush makes cleaning more simpler and convenient.",n/a,https://m.media-amazon.com/images/I/71M+i5WWZsL._AC_UL320_.jpg,39.99,4.6,13032,"HEMIUA Bug Zapper for Outdoor and Indoor, Waterproof Insect Fly Pest Attractant Trap, 4200V Powered Electric Mosquito Zappers Killer for Backyard, Patio (Black)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08138402ZWUNCG5JOFXS&url=%2FHEMIUA-Zapper-Pro-Outdoor-Mosquito%2Fdp%2FB0861295JF%2Fref%3Dsr_1_3_sspa%3Fdchild%3D1%26keywords%3Dmosquito%2Btrap%26qid%3D1614367960%26sr%3D8-3-spons%26psc%3D1&qualifier=1614367960&id=6597188192603553&widgetName=sp_atf,2.36
B08CDB8PDG,21 x 21 x 17,6,"#65 in Patio, Lawn & Garden #4 in Pest Control Traps",FENUN,TOLOCO GoodsNC,"Easy to Operate: Only need to press catching button, the mosquito trap will start workingSmart Band Change Mode: Press catching button add light button enter smart band change mode , total of 7 wavelengthsDue to human are more attracted to the mosquitoes than the mosquito trap is, so it simulate human body temperature to emit heat to further enhance the trapping abilityWith 10 Sticky Glue Boards, suitable place indoor environments, such as bedroom, living room, kitchen, dining roomEnergy Saving and Compact: 5 W low power consumption mosquito eradicator is great for energy saving, and Its 4-ft power cable and portable design can be easily placed wherever you want",n/a,https://m.media-amazon.com/images/I/71tczyqle6L._AC_UL320_.jpg,22.1,4.1,10153,"FENUN Mosquito Traps, Gnat Trap, Moth Traps, Mosquito Trapper Indoor with 10 Sticky Glue Boards Mosquito Eradicator (Zap T360 Pro, Black)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09573793QFA1OA83QPYC&url=%2FFENUN-Mosquito-Trapper-Indoor-Eradicator%2Fdp%2FB08CDB8PDG%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dmosquito%2Btrap%26qid%3D1614367960%26sr%3D8-1-spons%26psc%3D1&qualifier=1614367960&id=6597188192603553&widgetName=sp_atf,1.52
B07T869RNY,8.8 x 5.9 x 2.2,5,"#13,397 in Patio, Lawn & Garden #317 in Pest Control Traps",Zevo,Premier deals Inc,"UV LIGHT: Insect repellent are known to have chemicals. Say goodbye to an insecticide which can be harmful to your health. Zevo has no chemical insecticides, no odors, and no messes, so you can confidently use it at any room. LIGHT BIO-ATTRACTANT: Uses a blue and UV light mixture to attract insects that mimics the sun and moon's navigational light patterns. It also mimics human body temperature to draw insects in; such as mosquito, bugs, fly, fruit fly, gnat, moth and any other flying insects ATTRACTS & ELIMINATES: Simply plug this trap and it will use an irresistible light spectrum and body heat bio-attractants to continuously attract and trap insects over time into a powerful adhesive backing you never have to touch. 24-HOUR PROTECTION: Conveniently works day and night to help protect your family from pesky flying insects. No need to worry about the last time you've applied mosquito repellent. No more frustrations from fruit fly with this powerful fly trap indoor. It works! WALL SCONCE: Unlike the traditional catcher, Zevo's insect trap only needs to be affixed on your wall. Customers are loving this indoor wall mounted bug zapper.",n/a,https://m.media-amazon.com/images/I/51QcGJh2DFL._AC_UL320_.jpg,19.92,3.8,397,Electric Flying Insect Trap Starter Kit - Zevo | Mosquito Killer| Fruit Fly Trap | UV light attracts insect |,https://www.amazon.com/Electric-Flying-Insect-Trap-Starter/dp/B07T869RNY/ref=sr_1_25?dchild=1&keywords=mosquito+trap&qid=1614367960&sr=8-25,0.5
B0053ZEH4C,10.25 x 10.25 x 12,17,"#17,975 in Patio, Lawn & Garden #398 in Pest Control Traps",DynaTrap,Amazon,Wall-mountable trap delivers 3-way protection against mosquitoes and other flying insectsUV light and whisper-quiet fan attract and capture insects without zapping or buzzingCan be hung or mounted to a wall or post; includes hanging chain and mounting hardwareMosquito trap protects up to 1/2 acre; durable construction for use in all weather conditionsInsect trap uses no pesticides or chemicals; requires no attractant or propanePower source type: Corded Electric,n/a,https://m.media-amazon.com/images/I/8183nn32ClL._AC_UL320_.jpg,89.99,4,571,"DynaTrap DT1100 Insect Trap Optional Wall Mount, 1/2 Acre Coverage, Black",https://www.amazon.com/Dynatrap-Insect-Trap-Optional-Mount/dp/B0053ZEH4C/ref=sr_1_24?dchild=1&keywords=mosquito+trap&qid=1614367960&sr=8-24,3.5
B08H4PRVPH,5 x 3.3 x 0.3,2,"#3,702 in Patio, Lawn & Garden #137 in Pest Control Traps",ALLRoad,Artisan International Trading LLC,"NATURAL PEST CONTROL: Bright yellow colour and the glue will draw in flying insects, trap them, control infestation and break the breeding cycle.No vapour, odourless and allowed in organic farming.PERFECT DESIGN: The shape of butterflies and flowers is small and convenient for small potted plants.CONVENIENT TO USE: Peel it and insert it in the plant pot.Suitable for a houseplant, a home kitchen, or a garden.LONG-LASTING: With a solid adhesive on both sides, they are UV resistant and waterproof  no need to replace them until fully covered with bugs.PACKAGE: Pack of 12/24/48 pcs.A Digging tool included each pack",n/a,https://m.media-amazon.com/images/I/61siW5y0YtL._AC_UL320_.jpg,6.49,4.4,135,"ALLRoad Sticky Trap,Fruit Fly and Gnat Trap Yellow Sticky Bug Traps for Indoor/Outdoor Use - Insect Catcher for White Flies,Mosquitos,Fungus Gnats,Flying Insects - Disposable Glue Trappers (12 pcs)",https://www.amazon.com/ALLRoad-Sticky-Yellow-Indoor-Outdoor/dp/B08H4PRVPH/ref=sr_1_60?dchild=1&keywords=mosquito+trap&qid=1614367960&sr=8-60,0.13
B0053ZEH4C,10.25 x 10.25 x 12,17,"#17,975 in Patio, Lawn & Garden #398 in Pest Control Traps",DynaTrap,Amazon,Wall-mountable trap delivers 3-way protection against mosquitoes and other flying insectsUV light and whisper-quiet fan attract and capture insects without zapping or buzzingCan be hung or mounted to a wall or post; includes hanging chain and mounting hardwareMosquito trap protects up to 1/2 acre; durable construction for use in all weather conditionsInsect trap uses no pesticides or chemicals; requires no attractant or propanePower source type: Corded Electric,n/a,https://m.media-amazon.com/images/I/8183nn32ClL._AC_UL320_.jpg,89.99,4,571,"DynaTrap DT1100 Insect Trap Optional Wall Mount, 1/2 Acre Coverage, Black",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A093649132YVPFPCT4FH7&url=%2FDynatrap-Insect-Trap-Optional-Mount%2Fdp%2FB0053ZEH4C%2Fref%3Dsr_1_4_sspa%3Fdchild%3D1%26keywords%3Dmosquito%2Btrap%26qid%3D1614367960%26sr%3D8-4-spons%26psc%3D1&qualifier=1614367960&id=6597188192603553&widgetName=sp_atf,3.5
B08C7YRNPK,12 x 7 x 6,5,"#209 in Patio, Lawn & Garden #2 in Bug Zappers",SEVERINO,TOLOCO MAX,"The mosquito trap uses hyacinthine light to attract mosquitoes, gnats, Aedes mosquitoes,flies, moths and other insects. Then the high voltage grid will trap and electrocute these insects immediately, provides a healthy and comfortable environment for youHyacinthine light to attract flying insects means non-toxic and chemical-free reagent. Electric shock only when mosquitoes touch, and the plastic housing prevents accidental finger touch. So you don't have to worry about it hurting your family or petsThe coverage area of this bug zapper is up to 1500 sq ft. It can be used at home, balcony, courtyard, garden, etc. The plastic top and shell make it durable even when working outdoorsHanging hoop make it convenient to hang on the tree, porch and everywhere you want. The flat bottom also makes it stable on the table and ground. You don't need to wave like an mosquito swatter, and you dont have to endure the smell of mosquito coils, you can get rid of the mosquitoesRemovable bottom tray collects the insect debris, please clean it regularly. The matching brush make it easy to clean",n/a,https://m.media-amazon.com/images/I/71G0bZtO4SL._AC_UL320_.jpg,39.98,4.7,8112,"SEVERINO Bug Zapper Outdoor Electric, Insect Fly Traps, Mosquito Zappers, Mosquito Killer for Patio",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A1040126MESWMWM93V51&url=%2FZapper-Outdoor-Electric-Mosquito-Zappers%2Fdp%2FB08C7YRNPK%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dmosquito%2Btrap%26qid%3D1614367960%26sr%3D8-2-spons%26psc%3D1%26smid%3DA3LM29QNJTJ4YW&qualifier=1614367960&id=6597188192603553&widgetName=sp_atf,2.42
B08DD58DQ4,14.8 x 2.8 x 8,3,"#15,704 in Patio, Lawn & Garden #42 in Bug Zappers",Dekugaa,Baiwens,"Dekugaa electronic mosquito Killer Uses physical methods (light source) to attract. uses 60Hz frequency and blue light from a special light tube that emits ultra-violet rays to lure insects such as Gnats, Mosquitoes, Flies, Moths, Bees, Wasps etc. , And the high voltage of the metal grid kill These insects.Dekugaa's Bug Zapper Indoor Insect Killer can be used for various occasions. Ideal for bedroom, hall, hotel, office, supermarket, stock farm, commercial, customer-facing areas and other indoor and out door when it is necessary to kill mosquitoes and flies. We made this fly zapper with high quality internal components, so Dekugaa's Insect Killer light can operate smoothly during any time, day or night. Tips: if not used for a long time, please turn it off.Dekugaa Electronic Bug Zapper is a trustworthy bug zapper to help you so that you won't be plagued by mosquito bites, fly buzz and have sleep in peace. No noise, No smoke, No smell. Tips: It attracts well at night, compared to daytime and it only attracts mosquitoes and the other insects.Dekugaa Bug Zapper uses 120V home Plug and heavy duty core to protect from overheating when bee zapper become overused. Removable tray can clean bees any time, very easily. Dekugaa Bug Zapper includes accessory such as a hanging chain, so it can stand anywhere or be hung on the wall.Dekugaa's Bee killer / Bug Zapper is made in china, almost entirely made of metal in order to enhance durability. The two bulbs are made by a well known factory, we will provide a 1 year limited if it stops working, please contact us as soon as possible and keep the product package.",n/a,https://m.media-amazon.com/images/I/71sCURHQX8L._AC_UL320_.jpg,29.99,4.4,161,"Dekugaa Bug Zapper Electronic Insect Killer 【2020 Upgraded】, Fly Trap Mosquito Killer, Mosquito lamp,Fly Insect Trap Indoor Hangable Electronic UV Lamp for Indoor Residential &amp; Commercial Use",https://www.amazon.com/Dekugaa-Electronic-Upgraded%E3%80%91-Residential-Commercial/dp/B08DD58DQ4/ref=sr_1_59?dchild=1&keywords=mosquito+trap&qid=1614367960&sr=8-59,3.76
B089T7RJ9M,6.45 x 6.45 x 10.5,5,"#26,168 in Patio, Lawn & Garden #67 in Bug Zappers",Dekugaa,Baiwens,"Indoor And Outdoor Waterproof -This quiet, mosquito lamp and outdoor bug zapper keeps your patio, deck, and outdoor living spaces safe from biting insects.Remove insect debris once a week: just pull out the collection tray and get rid of them.Waterproof Ipx4.Electric Bug Zapper: An 15W Uva bug light, a galvanized steel insect zapper grid, and and insect trap attract, defeat, and trap mosquitoes. cord and lamp hook for hangingEffective & Powerful - Coverage With Powerful Non-Clogging Grid.With a strong 4200 voltage grid, this mosquito lamp effectively kills insect on contact, and used a 15W UV tube to attract and eliminate even more insects.Bug zappers have provide reliable and effective indoor and backyard bug control.Powerful & Effective: 80c of effective range. Mosquito killer lamps can be used in the living room, dining room, kitchen, bedroom, office and all enclosed spaces. It can be ceiling suspension or freestanding use, suitable for indoor and outdoor use. Turn it on three hours before bedtime will have the best effect.1 Year Warranty-24/7 Support, our warranty covers any defect caused during product production and delivery. We can offer you a full refund or free replacement, If you have any questions, you can always contact 24/7 customer support.",n/a,https://m.media-amazon.com/images/I/61a2qohkv0L._AC_UL320_.jpg,32.99,4.4,1124,"Bug Zapper Waterproof Outdoor/Indoor-Fly Traps Patio Insects Killer-Bug zapper-Mosquito eradicator-electric- 4200V High Powered Electric Mosquito Killer,Mosquito Attractant Trap，Uva Mosquito Lamp Bulb",https://www.amazon.com/Waterproof-Indoor-Fly-Killer-Bug-zapper-Mosquito-eradicator-electric/dp/B089T7RJ9M/ref=sr_1_54?dchild=1&keywords=mosquito+trap&qid=1614367960&sr=8-54,1.79
B08P37CLBY,9.6 x 5.11 x 2.8,2,n/a,MOSKILA,MOSKILA,"Advanced & powerful: the latest version 2020 to make your living space out of annoying insects and bugs effectively. with high-intensity light, this outdoor fly killer can attract and remove all kinds of flying insects or antsNo harmful chemical to human and pets: without any sticky, messy substances or sprays, this natural physical outdoor fly zapper and bug zapper indoor is entirely safe to human and pets. its protective cover makes this bug safe for your kids and petsSimple steps of installation and elegant design: plug the fly killer light in the port before it will immediately help you remove flies. this fly killer electronic is also easy to replace and looks extremely elegant and minimal in your placesEffortless to clean: you can easily get rid of dead insects and bugs for cleaning with a tissue or a small brush. unplug the device from the electrical outlet, then use a screwdriver to touch the metal plate for static electricity releaseCustomer satisfying policy: with the mission of bringing 100% satisfaction from customers, we provide a one-month guaranteed policy for each order. if you have any questions about the insect trap, feel free to contact us. we are willing to give you a refund or a replacement",n/a,https://m.media-amazon.com/images/I/81dFA6UPI0L._AC_UL320_.jpg,45.45,4.6,1358,"Electronic Fly Zapper, Bug Zapper Indoor, Fruit Fly Trap, Fruit Fly Killer with Blue Light, Safe - Non-Toxic - Silent - Effective Operation UV Insect Killer (6 Packs)",https://www.amazon.com/Electronic-Zapper-Indoor-Fruit-Killer/dp/B08P37CLBY/ref=sr_1_56?dchild=1&keywords=mosquito+trap&qid=1614367960&sr=8-56,0.9
B07BFFJ31B,2.69 x 3.56 x 9.44,13,"#8,472 in Patio, Lawn & Garden #228 in Pest Control Traps",DynaTrap,Amazon,"Plug-in trap protects your family and pets from flying insects that can carry and spread diseaseAtraktaGlo technology uses warm UV light to attract flying insectsNon-toxic StickyTech Glue Card discreetly traps insects behind the decorative coverDelivers up to 600 square feet of coverage; includes 2 AC outlets for plugging in other devicesStickyTech Glue Card discreetly traps insects behind the decorative coverFly trap uses no pesticides or chemicals; replace glue cards every 30 to 60 days, or more frequently as needed",n/a,https://m.media-amazon.com/images/I/51b2eFJSnqL._AC_UL320_.jpg,23.08,4.4,826,"DynaTrap DT3019W Indoor Mosquito Flylight Insect Trap with 2 AC Outlets, 600 Square Feet, White",https://www.amazon.com/DT3019W-Flylight-Insect-White-Plugins/dp/B07BFFJ31B/ref=sr_1_60?dchild=1&keywords=mosquito+trap&qid=1614367960&sr=8-60,0.70625
